lab_id,site_id,c14_age,c14_error,curve
SUA-263,Darwin Coastal,450,80,shcal20
GaK-873,Sydney Basin,480,80,shcal20
Not given,Sydney Basin,530,80,shcal20
ANU-125,Sydney Basin,530,80,shcal20
Beta-40392,Arnhem Coast,610,80,shcal20
SUA-204,Sydney Basin,615,80,shcal20
Wk-412,South East Coastal Plain,620,80,shcal20
ANU-12033,Gulf Coastal,620,80,shcal20
ANU-8154B,Sydney Basin,650,80,shcal20
Beta-69646,Victoria Midlands,650,80,shcal20
SUA-1146,South East Corner,650,80,shcal20
Beta-62712,Murray Darling Depression,680,80,shcal20
SUA-1448,South East Corner,730,80,shcal20
SUA-1242,Riverina,730,80,shcal20
SUA-1124,Sydney Basin,780,80,shcal20
ANU 409,Murray Darling Depression,790,80,shcal20
Beta-95256,Darwin Coastal,850,80,shcal20
V-25,NSW North Coast,867,80,shcal20
SUA-1112,Tasmanian South East,900,80,shcal20
SUA-1455,South East Corner,950,80,shcal20
SUA-1916,Riverina,950,80,shcal20
SUA-996,Riverina,960,80,shcal20
Beta 16306,Finke,980,80,shcal20
Beta-40391,Arnhem Coast,980,80,shcal20
SUA-1930,Riverina,1000,80,shcal20
ANU-5427,Simpson Strzelecki Dunefields,1020,80,shcal20
GaK-710,NSW North Coast,1020,80,shcal20
Not given,Sydney Basin,1050,80,shcal20
Beta-87873,Darwin Coastal,1070,80,shcal20
SUA-1695C,Murray Darling Depression,1100,80,shcal20
SUA-229,Sydney Basin,1100,80,shcal20
ANU-6355,Naracoorte Coastal Plain,1180,80,shcal20
SUA-999,Riverina,1200,80,shcal20
ANU-338,King,1230,80,shcal20
SUA-998,Riverina,1245,80,shcal20
NZA-12272,Southern East Queensland,1260,80,shcal20
GaK-1724,South East Coastal Plain,1280,80,shcal20
Gak-1730,South East Coastal Plain,1280,80,shcal20
V-61,Arnhem Coast,1305,80,shcal20
GaK 2008,Murray Darling Depression,1320,80,shcal20
V-66,King,1330,80,shcal20
ANU 671,Murray Darling Depression,1390,80,shcal20
ANU 4136,Murray Darling Depression,1640,80,shcal20
V-40,NSW North Coast,1640,80,shcal20
SUA 2942,Channel Country,1730,80,shcal20
GaK-1189,Nandewar,1750,80,shcal20
Wk-3051,Sydney Basin,1810,80,shcal20
Beta-35481,Sydney Basin,1820,80,shcal20
ANU-2830,South East Corner,1820,80,shcal20
V-69,King,1850,80,shcal20
ANU-2246,South East Corner,1850,80,shcal20
GaK 2007,Murray Darling Depression,1930,80,shcal20
GaK-898,Sydney Basin,1930,80,shcal20
SUA-55,Victoria Bonaparte,1940,80,shcal20
Beta-27197,Sydney Basin,2160,80,shcal20
ANU 662,Murray Darling Depression,2180,80,shcal20
GaK-895,Sydney Basin,2230,80,shcal20
SUA-1503,Sydney Basin,2230,80,shcal20
Beta-65749,Sydney Basin,2230,80,shcal20
SUA-1918,South East Corner,2380,80,shcal20
Beta-32045,Southern East Queensland,2420,80,shcal20
ANU 678,Murray Darling Depression,2440,80,shcal20
V-60,Arnhem Coast,2445,80,shcal20
SUA-1454,South East Corner,2470,80,shcal20
GaK-1190,Nandewar,2480,80,shcal20
Beta-38242,Southern East Queensland,2790,80,shcal20
ANU-2837,Simpson Strzelecki Dunefields,2840,80,shcal20
Beta-65997,Tiwi Coburg,2900,80,shcal20
Wk-2691,Cape York Peninsula,2970,80,shcal20
ANU-1246,Naracoorte Coastal Plain,3150,80,shcal20
NZ-365,Murray Darling Depression,3240,80,shcal20
ANU-4999,South East Corner,3290,80,shcal20
GaK-970,South East Coastal Plain,3480,80,shcal20
ANU-4995,South East Corner,3530,80,shcal20
ANU-5000,South East Corner,3610,80,shcal20
Beta-18886,Victoria Midlands,3800,80,shcal20
ANU-1545,Naracoorte Coastal Plain,3870,80,shcal20
Beta-18889,Victoria Midlands,3900,80,shcal20
ANU-9762,Sydney Basin,4000,80,shcal20
CAMS-2300,Arnhem Plateau,4040,80,shcal20
ANU-279,Tasmanian South East,4170,80,shcal20
CAMS-2301,Arnhem Plateau,4460,80,shcal20
Beta-66452,Sydney Basin,4690,80,shcal20
Beta-18888,Victoria Midlands,5170,80,shcal20
CS-610,Kanmantoo,6810,80,shcal20
Beta-88521,Victoria Midlands,7090,80,shcal20
ANU-7502,Murray Darling Depression,7800,80,shcal20
Beta-8190,Flinders,8300,80,shcal20
Beta-38418,Murray Darling Depression,12420,80,shcal20
Beta-38416,Murray Darling Depression,12450,80,shcal20
SUA-377C,South East Corner,360,85,shcal20
V-62,Arnhem Coast,1170,85,shcal20
ANU-622,Swan Coastal Plain,1730,85,shcal20
Y-150-1,South East Coastal Plain,1855,85,shcal20
Not given,Murray Darling Depression,1931,85,shcal20
ANU-648,Sydney Basin,2350,85,shcal20
ANU-175,Sydney Basin,2670,85,shcal20
SUA-1040,Pilbara (inland),3010,85,shcal20
SUA-932,Sydney Basin,3040,85,shcal20
NZ 1226,Murray Darling Depression,3290,85,shcal20
ANU 701,Murray Darling Depression,3560,85,shcal20
P-308,Murray Darling Depression,3750,85,shcal20
P-309,Murray Darling Depression,3870,85,shcal20
P-311,Murray Darling Depression,4050,85,shcal20
R2618/1,Southern East Queensland,9160,85,shcal20
V-161,Southern East Queensland,50,86,shcal20
V-10,NSW North Coast,626,86,shcal20
V-45,NSW North Coast,585,87,shcal20
V-44,NSW North Coast,1285,88,shcal20
NZA-2323,Sydney Basin,2402,88,shcal20
V-36,NSW South Western Slopes,5320,88,shcal20
NSW-17,King,6050,88,shcal20
SUA-1331,South East Coastal Plain,120,90,shcal20
GaK-9007,Victoria Volcanic Plain,180,90,shcal20
GX-2095,NSW North Coast,200,90,shcal20
Gak-678,Simpson Strzelecki Dunefields,250,90,shcal20
Beta-16515,Riverina,300,90,shcal20
Gak-679,Simpson Strzelecki Dunefields,320,90,shcal20
GaK-705,NSW North Coast,340,90,shcal20
GaK-5988,Tasmanian West,400,90,shcal20
ANU-6371,Sydney Basin,480,90,shcal20
ANU-3711,Sydney Basin,520,90,shcal20
Beta-1671,NSW North Coast,605,90,shcal20
Gak-9883,Flinders Lofty Block,630,90,shcal20
GaK-6599,Tasmanian West,630,90,shcal20
ANU-1244,Naracoorte Coastal Plain,650,90,shcal20
Wk-3955,Warren,680,90,shcal20
ANU-7501A,South East Corner,770,90,shcal20
Not given,Sydney Basin,800,90,shcal20
GaK-5990,Tasmanian West,870,90,shcal20
SUA-1920,South East Corner,890,90,shcal20
ANU-658,Flinders Lofty Block,900,90,shcal20
ANU-1618,King,900,90,shcal20
SUA-144,Sydney Basin,930,90,shcal20
GaK-711,NSW North Coast,950,90,shcal20
SUA-1241,Riverina,1000,90,shcal20
OZC-961,Darwin Coastal,1010,90,shcal20
ANU-2427,Victoria Volcanic Plain,1070,90,shcal20
ANU-6939,Tasmanian South East,1090,90,shcal20
Beta-41416,Arnhem Coast,1110,90,shcal20
GaK-6874,Tasmanian Southern Ranges,1140,90,shcal20
GaK-1059,Victoria Volcanic Plain,1190,90,shcal20
GaK-2456,NSW North Coast,1210,90,shcal20
GaK-682,South East Coastal Plain,1260,90,shcal20
GaK-708,NSW North Coast,1340,90,shcal20
ANU-122,Sydney Basin,1410,90,shcal20
GaK-894,Sydney Basin,1430,90,shcal20
SUA-1119,Riverina,1470,90,shcal20
SUA-2857,Sydney Basin,1520,90,shcal20
GaK-566,NSW North Coast,1530,90,shcal20
NZA-3909,Victoria Midlands,1570,90,shcal20
SUA-1118,Riverina,1610,90,shcal20
SUA-1746,Sydney Basin,1630,90,shcal20
ANU-741,Sydney Basin,1695,90,shcal20
SUA-1145,South East Corner,1700,90,shcal20
Gak-2491,Simpson Strzelecki Dunefields,1820,90,shcal20
SUA-2106,Sydney Basin,1820,90,shcal20
SUA-2102,Murray Darling Depression,1860,90,shcal20
ANU-1242,Naracoorte Coastal Plain,1960,90,shcal20
SUA-238/C,Sydney Basin,1965,90,shcal20
GaK-896,Sydney Basin,2110,90,shcal20
SUA-1672,Sydney Basin,2169,90,shcal20
Wk-3052,Sydney Basin,2230,90,shcal20
GaK-688,Sydney Basin,2360,90,shcal20
V-59,Arnhem Coast,2370,90,shcal20
SUA-1720,Sydney Basin,2720,90,shcal20
GaK-1021,Murray Darling Depression,2980,90,shcal20
Beta-56286,Sydney Basin,3080,90,shcal20
ANU 679,Murray Darling Depression,3270,90,shcal20
ANU-5913,Sydney Basin,3360,90,shcal20
NPL-63,Murray Darling Depression,3450,90,shcal20
Beta-52438,Tasmanian Central Highlands,3480,90,shcal20
Beta-57824,Sydney Basin,3520,90,shcal20
Beta-18887,Victoria Midlands,3690,90,shcal20
ANU-1233,Naracoorte Coastal Plain,3800,90,shcal20
GaK-968,South East Coastal Plain,3920,90,shcal20
Beta-66450,Sydney Basin,4060,90,shcal20
ANU-4702,Sydney Basin,4190,90,shcal20
R1250/3,Tasmanian South East,5270,90,shcal20
Not given,Riverina,5400,90,shcal20
Gak-1409,Murray Darling Depression,5840,90,shcal20
ANU-1022b,Riverina,5860,90,shcal20
GaK-969,South East Coastal Plain,5880,90,shcal20
ANU-1090B,Tasmanian South East,5890,90,shcal20
Beta-93555,Victoria Volcanic Plain,6120,90,shcal20
ANU-1773,King,6600,90,shcal20
ANU-1552,King,7180,90,shcal20
OZD-321,Warren,13050,90,shcal20
Beta-40346,Tasmanian Southern Ranges,14510,90,shcal20
Wk-3390,Warren,16080,90,shcal20
Beta-44078,Tasmanian West,16420,90,shcal20
Wk-9148,Pilbara (inland),16950,90,shcal20
Beta-48997,Murray Darling Depression,17820,90,shcal20
NPL-28,Murray Darling Depression,1000,91,shcal20
V-157,Southern East Queensland,1110,91,shcal20
NPL-29,Murray Darling Depression,1220,94,shcal20
Wk-12537,Pilbara (inland),13375,94,shcal20
SUA-776,South East Coastal Plain,425,95,shcal20
SUA-572,Victoria Volcanic Plain,640,95,shcal20
SUA-778,Victoria Volcanic Plain,778,95,shcal20
SUA-775,South East Coastal Plain,780,95,shcal20
Not given,South East Coastal Plain,820,95,shcal20
SUA-583,Victoria Midlands,820,95,shcal20
SUA-626,Tasmanian South East,840,95,shcal20
SUA-59,Sydney Basin,870,95,shcal20
SUA-575,Victoria Volcanic Plain,1090,95,shcal20
SUA-514,Sydney Basin,1235,95,shcal20
ANU-742,Sydney Basin,3090,95,shcal20
SUA 870,Murray Darling Depression,8200,95,shcal20
ANU-278,Tasmanian South East,4860,96,shcal20
SUA-674,Victoria Volcanic Plain,840,98,shcal20
GaK-337,Sydney Basin,140,100,shcal20
NZA-5730,Mitchell Grass Downs,140,100,shcal20
GaK-371,NSW North Coast,310,100,shcal20
SUA-2141,Sydney Basin,330,100,shcal20
ANU-3759,South East Coastal Plain,410,100,shcal20
ANU-67/2,Southern East Queensland,440,100,shcal20
ANU-15,Darwin Coastal,450,100,shcal20
ANU-67/3,Southern East Queensland,460,100,shcal20
Gak-9885,Flinders Lofty Block,500,100,shcal20
GaK-5987,Tasmanian West,570,100,shcal20
ANU-3713,Sydney Basin,600,100,shcal20
SUA-2239,Sydney Basin,650,100,shcal20
SUA 1737,Murray Darling Depression,700,100,shcal20
ANU-6449,Sydney Basin,750,100,shcal20
ANU-3585,South East Coastal Plain,760,100,shcal20
SUA-1117,Riverina,800,100,shcal20
ANU-337,King,840,100,shcal20
SUA-146,Sydney Basin,985,100,shcal20
ANU-179,Sydney Basin,1050,100,shcal20
SUA-483,NSW North Coast,1060,100,shcal20
ANU-68/1,Southern East Queensland,1190,100,shcal20
GaK-5989,Tasmanian West,1250,100,shcal20
ANU-3758,South East Coastal Plain,1270,100,shcal20
ANU-12,Sydney Basin,1300,100,shcal20
SUA-571,Victoria Volcanic Plain,1320,100,shcal20
SUA-632,Swan Coastal Plain,1330,100,shcal20
ANU-68/2,Southern East Queensland,1390,100,shcal20
SUA-672,Victoria Volcanic Plain,1420,100,shcal20
ANU 653,Murray Darling Depression,1420,100,shcal20
SUA-986,South East Coastal Plain,1620,100,shcal20
ANU-16,Darwin Coastal,1620,100,shcal20
SUA-533,Victoria Midlands,1620,100,shcal20
V-5,South East Coastal Plain,1660,100,shcal20
Beta-47757,Tasmanian West,1720,100,shcal20
SUA-537,Victoria Volcanic Plain,1840,100,shcal20
SUA-535,Victoria Midlands,1870,100,shcal20
ANU-895,Sydney Basin,1950,100,shcal20
Beta-56984,Sydney Basin,1980,100,shcal20
ANU 655,Murray Darling Depression,2010,100,shcal20
SUA-322,Sydney Basin,2080,100,shcal20
Not given,Tasmanian South East,2080,100,shcal20
ANU-2836,Simpson Strzelecki Dunefields,2220,100,shcal20
SUA-774,South East Coastal Plain,2265,100,shcal20
ANU-11,Sydney Basin,2300,100,shcal20
Beta-5787,Sydney Basin,2340,100,shcal20
SUA-387,Sydney Basin,2370,100,shcal20
SUA-673,South East Coastal Plain,2450,100,shcal20
Gak-512,South East Corner,2460,100,shcal20
SUA-1334,South East Coastal Plain,2470,100,shcal20
SUA-1063B,Tasmanian West,2580,100,shcal20
GaK-611,South East Coastal Plain,2800,100,shcal20
ANU-8429,Sydney Basin,2860,100,shcal20
GaK-565,NSW North Coast,2930,100,shcal20
Beta-7068,Riverina,2990,100,shcal20
GaK-681,South East Coastal Plain,3060,100,shcal20
ANU-17,Darwin Coastal,3120,100,shcal20
SUA-508,Swan Coastal Plain,3220,100,shcal20
GaK-568,NSW North Coast,3230,100,shcal20
ANU-1615,King,3330,100,shcal20
SUA-584,Victoria Midlands,3330,100,shcal20
Not given,Sydney Basin,3360,100,shcal20
Beta-4758,Tasmanian Central Highlands,3380,100,shcal20
SUA-396C,NSW North Coast,3400,100,shcal20
Gak-1022,Murray Darling Depression,3460,100,shcal20
ANU-10,Sydney Basin,3650,100,shcal20
SUA-395C,NSW North Coast,3720,100,shcal20
V-83,Tasmanian Northern Slopes,3795,100,shcal20
ANU-624,Swan Coastal Plain,3820,100,shcal20
ANU 665,Murray Darling Depression,4020,100,shcal20
SUA-1229,Murchison,4090,100,shcal20
SUA-394,NSW North Coast,4110,100,shcal20
Wk-8843,South East Corner,4130,100,shcal20
GaK-805,Nandewar,4640,100,shcal20
NZ-364,Murray Darling Depression,4800,100,shcal20
SUA-2253,Flinders Lofty Block,5100,100,shcal20
Gak-1024,Murray Darling Depression,5180,100,shcal20
SUA-60,Sydney Basin,5240,100,shcal20
GaK-806,Nandewar,5450,100,shcal20
GaK-683,South East Coastal Plain,6550,100,shcal20
NZ 66/LFM 188,Murray Darling Depression,6570,100,shcal20
ANU-1797,King,6640,100,shcal20
CS-495,Kanmantoo,7320,100,shcal20
CS-496,Kanmantoo,7450,100,shcal20
SUA-766,Murray Darling Depression,7650,100,shcal20
Beta-58970,Murray Darling Depression,8850,100,shcal20
Beta-15996,Naracoorte Coastal Plain,9240,100,shcal20
R2618/2,Southern East Queensland,11650,100,shcal20
NZ-1327,Victoria Volcanic Plain,12000,100,shcal20
OZD-320,Warren,12500,100,shcal20
NZ-1321,Victoria Volcanic Plain,6759,102,shcal20
ANU-2020,Arnhem Coast,290,105,shcal20
Wk-2089,Tasmanian West,330,105,shcal20
Wk-2088,Tasmanian West,340,105,shcal20
N-832,South East Coastal Plain,470,105,shcal20
SUA-486,NSW North Coast,915,105,shcal20
SUA-485,NSW North Coast,925,105,shcal20
SUA-308,Tasmanian South East,1960,105,shcal20
Beta-7065,Riverina,2250,105,shcal20
SUA-756,Sydney Basin,2495,105,shcal20
I-5321,Central Ranges,3840,105,shcal20
SUA-681,Sydney Basin,5430,105,shcal20
R-1742,Victoria Volcanic Plain,7360,105,shcal20
ANU-3678,South East Corner,320,110,shcal20
ANU-6930,South East Corner,330,110,shcal20
Beta 33931,Channel Country,400,110,shcal20
Wk-3141,Broken Hill Complex,420,110,shcal20
Beta-16514,Riverina,430,110,shcal20
ANU-6934,South East Corner,460,110,shcal20
CS2332,Flinders Lofty Block,550,110,shcal20
OZC-957,Darwin Coastal,590,110,shcal20
GaK-9008,Victoria Volcanic Plain,590,110,shcal20
ANU-1060,South Eastern Highlands,760,110,shcal20
SUA-1670,Sydney Basin,810,110,shcal20
GaK-9010,Victoria Volcanic Plain,850,110,shcal20
ANU-341,King,1070,110,shcal20
ANU-5429,Simpson Strzelecki Dunefields,1130,110,shcal20
ANU-429,Simpson Strzelecki Dunefields,1130,110,shcal20
V-162,Southern East Queensland,1180,110,shcal20
Gak-9884,Flinders Lofty Block,1250,110,shcal20
ANU-690,Murray Darling Depression,1400,110,shcal20
SUA-3012,Sydney Basin,1400,110,shcal20
CAMS-42877,Victoria Bonaparte,1430,110,shcal20
ANU-6216,Sydney Basin,1530,110,shcal20
ANU 661,Murray Darling Depression,1610,110,shcal20
GaK 2512,Murray Darling Depression,1660,110,shcal20
ANU-4997,South East Corner,1670,110,shcal20
GXO-265,Tasmanian South East,1860,110,shcal20
V-5,South East Coastal Plain,2120,110,shcal20
ANU-1783,Murray Darling Depression,2120,110,shcal20
SUA-574,Victoria Volcanic Plain,2350,110,shcal20
Beta-38414,Southern East Queensland,2400,110,shcal20
Not given,Sydney Basin,3680,110,shcal20
ANU-1614,King,3960,110,shcal20
GaK-1023,Murray Darling Depression,4360,110,shcal20
SUA-2217,Australian Alps,4660,110,shcal20
Not given,Riverina,4670,110,shcal20
Gak-5424,Tasmanian South East,4720,110,shcal20
Beta-5099,Tasmanian South East,5210,110,shcal20
I-324,Tasmanian South East,5220,110,shcal20
SUA-627,Pilbara (inland),5260,110,shcal20
SUA-564,Sydney Basin,5820,110,shcal20
Gak-971,South East Coastal Plain,6010,110,shcal20
SUA-1233,Sydney Basin,7010,110,shcal20
R2526/17,Southern East Queensland,7890,110,shcal20
ANU-1320,Naracoorte Coastal Plain,8210,110,shcal20
Wk-410,South East Coastal Plain,8340,110,shcal20
Beta-21541,Naracoorte Coastal Plain,8900,110,shcal20
Beta-8465,Naracoorte Coastal Plain,10760,110,shcal20
OZD-323,Warren,12950,110,shcal20
Beta-25381,Tasmanian Southern Ranges,13100,110,shcal20
AA-19695,Warren,13580,110,shcal20
SUA-2266,Victoria Bonaparte,14530,110,shcal20
Beta-26512,Tasmanian Southern Ranges,16820,110,shcal20
Wk-3391,Warren,16850,110,shcal20
Wk-9343,Broken Hill Complex,398,111,shcal20
OZA-257,NSW North Coast,7566,114,shcal20
SUA-51,Sydney Basin,900,115,shcal20
SUA-157,Sydney Basin,1060,115,shcal20
Beta-1212,Sydney Basin,1790,115,shcal20
ANU-744,Sydney Basin,2780,115,shcal20
SUA-274,NSW North Coast,3360,115,shcal20
SUA-150,Sydney Basin,7870,115,shcal20
R2526/21,Southern East Queensland,8300,115,shcal20
SUA-1206,Sydney Basin,9755,115,shcal20
SUA-1332,South East Coastal Plain,200,120,shcal20
GX-4785,South East Coastal Plain,210,120,shcal20
ANU-6370,Sydney Basin,220,120,shcal20
ANU-6933,South East Corner,340,120,shcal20
GX-6606,Esperance Plains,410,120,shcal20
Wk-6625,Channel Country,450,120,shcal20
GX-0070,Sydney Basin,581,120,shcal20
SUA-1724,South East Coastal Plain,590,120,shcal20
ANU 663,Murray Darling Depression,950,120,shcal20
Gak-9011,Victoria Volcanic Plain,1030,120,shcal20
ANU-6358,Naracoorte Coastal Plain,1090,120,shcal20
ANU-8134,Sydney Basin,1220,120,shcal20
CS2333,Flinders Lofty Block,1230,120,shcal20
GaK-336,Naracoorte Coastal Plain,1470,120,shcal20
ANU-2429,Victoria Volcanic Plain,1480,120,shcal20
CS2331,Flinders Lofty Block,1500,120,shcal20
GaK-372,NSW North Coast,1640,120,shcal20
ANU-3832,Victoria Volcanic Plain,1850,120,shcal20
ANU-3586,South East Coastal Plain,2030,120,shcal20
Beta-1210,Sydney Basin,2235,120,shcal20
SUA-1333,South East Coastal Plain,2320,120,shcal20
ANU-6357,Naracoorte Coastal Plain,2560,120,shcal20
GXO-420,King,2600,120,shcal20
SUA-1671,Sydney Basin,2720,120,shcal20
GaK-564,NSW North Coast,2960,120,shcal20
GaK-567,NSW North Coast,3040,120,shcal20
Gak-9886,Flinders Lofty Block,3930,120,shcal20
ANU-407,Murray Darling Depression,3930,120,shcal20
ANU-7500,Murray Darling Depression,4110,120,shcal20
SUA-275,NSW North Coast,4260,120,shcal20
Gak-9887,Flinders Lofty Block,4280,120,shcal20
ANU-356,Tasmanian South East,4490,120,shcal20
GaK-610,South East Coastal Plain,5120,120,shcal20
Gak-5425,Tasmanian South East,5300,120,shcal20
Z-2001,Murray Darling Depression,5610,120,shcal20
GaK-1729,South East Coastal Plain,5680,120,shcal20
Wk-2963,Sydney Basin,6740,120,shcal20
Beta-65750,Sydney Basin,7550,120,shcal20
R-55/4,Naracoorte Coastal Plain,8700,120,shcal20
ANU-1192B,Naracoorte Coastal Plain,9010,120,shcal20
SUA 871,Murray Darling Depression,9390,120,shcal20
Beta-52808,Tasmanian Central Highlands,10370,120,shcal20
Beta-52813,Tasmanian Central Highlands,10380,120,shcal20
OZD-322,Warren,13300,120,shcal20
Beta-88522,Victoria Midlands,15840,120,shcal20
Beta-54736,Tasmanian West,16200,120,shcal20
Wk-10961,Darwin Coastal,1496,122,shcal20
Wk-10789,Victoria Bonaparte,3619,122,shcal20
GX-0069,Sydney Basin,144,125,shcal20
GX-2669,Brigalow Belt South,2285,125,shcal20
SUA-164,Darwin Coastal,3450,125,shcal20
SUA-244,Darwin Coastal,5045,125,shcal20
Not given,Murray Darling Depression,6010,125,shcal20
V-18,NSW South Western Slopes,7360,125,shcal20
SUA-165,Darwin Coastal,8690,125,shcal20
ANU-869,Riverina,10930,125,shcal20
SUA-931,Sydney Basin,11050,125,shcal20
Wk-166,Murray Darling Depression,22015,125,shcal20
Wk-9341,Broken Hill Complex,709,128,shcal20
Wk-23579,Victoria Midlands,12422,128,shcal20
ANU-2013,Arnhem Coast,310,130,shcal20
GaK-3433,NSW North Coast,350,130,shcal20
Wk-8452,Darwin Coastal,460,130,shcal20
GaK-706,NSW North Coast,500,130,shcal20
ANU-6450,South East Coastal Plain,590,130,shcal20
Wk-6627,Channel Country,630,130,shcal20
Gak-9888,Flinders Lofty Block,850,130,shcal20
Wk-6629,Channel Country,1170,130,shcal20
SUA-997,Riverina,1375,130,shcal20
SUA-552,Victoria Volcanic Plain,1420,130,shcal20
ANU 4135,Murray Darling Depression,1490,130,shcal20
GaK-481,Sydney Basin,1580,130,shcal20
SUA-1232,Sydney Basin,1590,130,shcal20
V-5,South East Coastal Plain,1830,130,shcal20
ANU-3888,South East Coastal Plain,1870,130,shcal20
ANU-7683,Simpson Strzelecki Dunefields,2710,130,shcal20
GaK-376,NSW North Coast,2870,130,shcal20
SUA-676,Sydney Basin,3650,130,shcal20
Beta-2854,Tasmanian South East,5760,130,shcal20
SUA-306,Tasmanian South East,5800,130,shcal20
Beta-8464,Naracoorte Coastal Plain,8350,130,shcal20
ANU-8996,Flinders,9100,130,shcal20
ANU-532,Riverina,9590,130,shcal20
Wk-2511,Sydney Basin,10150,130,shcal20
NZA-3016,NSW North Coast,14750,130,shcal20
Beta-44077,Tasmanian West,14920,130,shcal20
SUA-1018A,Tasmanian South East,515,135,shcal20
V-5,South East Coastal Plain,2050,135,shcal20
V-89,Tasmanian Northern Slopes,5425,135,shcal20
Z-2002,Murray Darling Depression,5790,135,shcal20
SUA-641,Flinders,7150,135,shcal20
SUA-455,Warren,9220,135,shcal20
Beta-42066/ETH-7663,Tasmanian West,17880,135,shcal20
ANU 10065,Simpson Strzelecki Dunefields,210,140,shcal20
ANU-1051,Australian Alps,770,140,shcal20
OZA-672,Murray Darling Depression,1330,140,shcal20
GaK-373,NSW North Coast,1870,140,shcal20
Not given,Murray Darling Depression,2245,140,shcal20
ANU-677,Murray Darling Depression,2400,140,shcal20
Beta-58864,Sydney Basin,3780,140,shcal20
GaK-2457,NSW North Coast,3850,140,shcal20
SUA-1231,Sydney Basin,3980,140,shcal20
ANU-8132,Sydney Basin,4030,140,shcal20
L-271G,Murray Darling Depression,4290,140,shcal20
ANU-6896,Murray Darling Depression,4700,140,shcal20
ANU 6896,Murray Darling Depression,4700,140,shcal20
ANU-5310,Riverina,4800,140,shcal20
SUA-421,Sydney Basin,7530,140,shcal20
Gak-966,Victoria Volcanic Plain,7700,140,shcal20
ANU-6850,Nullarbor,9270,140,shcal20
Beta-14862,Naracoorte Coastal Plain,9590,140,shcal20
SUA-102,Warren,11960,140,shcal20
SUA-103,Warren,12050,140,shcal20
Beta-26510,Tasmanian Southern Ranges,14510,140,shcal20
Beta-26511,Tasmanian Southern Ranges,15290,140,shcal20
Beta-33076,New England Tablelands,17140,140,shcal20
Wk-8954,Pilbara (inland),19270,140,shcal20
OZA-256,NSW North Coast,11351,143,shcal20
Wk-168,Murray Darling Depression,24061,144,shcal20
ANU-535,Sydney Basin,2975,145,shcal20
SUA-276,NSW North Coast,5120,145,shcal20
SUA-364,Warren,6490,145,shcal20
V-97,Tasmanian Northern Slopes,6745,145,shcal20
SUA-1085,Victoria Volcanic Plain,7290,145,shcal20
SUA-15,Sydney Basin,12550,145,shcal20
ANU 410,Murray Darling Depression,320,150,shcal20
ANU-3588,South East Coastal Plain,380,150,shcal20
ANU-12031,Gulf Coastal,640,150,shcal20
ANU 659,Murray Darling Depression,760,150,shcal20
SUA-1120,Riverina,1180,150,shcal20
Wk-6626,Channel Country,1330,150,shcal20
I-317,King,1500,150,shcal20
OZA-673U1,Murray Darling Depression,1770,150,shcal20
SUA-3009,Sydney Basin,2010,150,shcal20
I-322,King,2350,150,shcal20
SUA-779,Victoria Volcanic Plain,2370,150,shcal20
GaK-374,NSW North Coast,2580,150,shcal20
ARL-160,South Eastern Highlands,3100,150,shcal20
ANU-1102,Riverina,3150,150,shcal20
ANU-623,Swan Coastal Plain,3310,150,shcal20
NSW-71,Sydney Basin,3500,150,shcal20
OZA-667,Murray Darling Depression,3610,150,shcal20
ANU-6615,Sydney Basin,3670,150,shcal20
ANU-743,Sydney Basin,3770,150,shcal20
GaK-394a,Sydney Basin,3880,150,shcal20
SUA-633,Swan Coastal Plain,4560,150,shcal20
V-86,Tasmanian Northern Slopes,7465,150,shcal20
Gak-985,Victoria Volcanic Plain,7710,150,shcal20
ANU-1192A,Naracoorte Coastal Plain,8470,150,shcal20
ANU-1490,Naracoorte Coastal Plain,9430,150,shcal20
ANU-1247,Naracoorte Coastal Plain,10200,150,shcal20
ANU-1292,Naracoorte Coastal Plain,10200,150,shcal20
N-1437,Murray Darling Depression,12100,150,shcal20
Beta-53222,Tasmanian Central Highlands,12930,150,shcal20
Beta-53221,Tasmanian Central Highlands,13970,150,shcal20
ANU-8649,Murray Darling Depression,15400,150,shcal20
Beta-66283,Tasmanian West,17110,150,shcal20
CAMS-2873,Murray Darling Depression,18800,150,shcal20
Beta-98020,Victoria Midlands,22160,150,shcal20
Wk-169,Murray Darling Depression,24372,150,shcal20
ANU-2012,Arnhem Coast,1190,155,shcal20
SUA-1063A,Tasmanian West,2830,155,shcal20
ANU-6372,Sydney Basin,560,160,shcal20
ANU-12032,Gulf Coastal,660,160,shcal20
ANU-13,Sydney Basin,680,160,shcal20
ANU-177,Sydney Basin,840,160,shcal20
ANU-1363,King,1610,160,shcal20
Beta-17657,South Eastern Highlands,2740,160,shcal20
GaK-375,NSW North Coast,2760,160,shcal20
W-125,Victoria Volcanic Plain,3010,160,shcal20
SUA-599,Tasmanian South East,3875,160,shcal20
SUA-509,Swan Coastal Plain,6135,160,shcal20
ANU-1377,Naracoorte Coastal Plain,7930,160,shcal20
O-654,Warren,8500,160,shcal20
SUA-484,NSW North Coast,9320,160,shcal20
Beta-16653,South Eastern Highlands,10160,160,shcal20
Beta-27079,Tasmanian Southern Ranges,10440,160,shcal20
ANU-925,Kanmantoo,10940,160,shcal20
ANU-1235,Riverina,11350,160,shcal20
Not given,Riverina,11440,160,shcal20
Not given,Riverina,11440,160,shcal20
