C14ID,SiteID,LONGITUDE,Latitude,SITE,SITE_TYPE,LabCode,C14Age,C14SD,C13_AGE,C13_ERROR,MATERIAL,Material,CONTEXT,DEPTH_FROM_SURFACE_CM,METHOD,TECHNIQUE,Data pertinent for time-series analysis or calibration,Open or Closed Site,Directly Related to occupation? Yes/Unknown,SOURCE,NOTES,RECORD_SOURCE,DATE_ISSUES,AGE_NORM,ADDITIONAL_DATA_ISSUES,,,Country
10481,Simpson Strzelecki Dunefields,136.23,-26.83,Oolgawa WH,Hearth,ANU-2837,2840,80,,,Charcoal from hearth,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,Smith & Clark 1993,,c14,,2840,,,,AUSTRALIA
14994,Tiwi Coburg,132.5,-11.1,Mari-maramay 1 (Croker Island),Shell mound,Beta-65997,2900,80,,,Charcoal,Charcoal,,91,Radiocarbon,,Terrestrial,Open,Y,"Brockwell et al., 2009",,c14,,2900,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
11565,Cape York Peninsula,145.455,-14.6782,Freshwater Bay Midden,Open site,Wk-2691,2970,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,Mills 1992,,c14,,2970,,,,AUSTRALIA
10797,Naracoorte Coastal Plain,139.76,-37.16,Boomaroo Park Complex,Midden,ANU-1246,3150,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Luebbers, 1978 cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka. This sample pairs with ANU-1484.",c14,,3150,,,,AUSTRALIA
13476,Murray Darling Depression,139.54,-34.79,Fromms Landing,Rockshelter,NZ-365,3240,80,,,Charcoal,Charcoal,4ft depth,,Radiocarbon,,Terrestrial,Closed,Y,Grant-Talyor et al. 1963,Date comes from a depth of intense hearth construction within the site. Marks the decline for stone and bone implement production at the site.,c14,,3240,,,,AUSTRALIA
11181,South East Corner,149.89,-36.89,MHE 8 (Merimbula Lake),Midden,ANU-4999,3290,80,,,Charcoal,Charcoal,C,25,Radiocarbon,,Terrestrial,Open,Y,"ANU Archaeological Consultancies, 1986a","A shell midden located on the shores of Merimbula Lake and investigated/salvaged prior to residential development. MHE 10 had been previously disturbed through the construction of a track and was only minimally investgiated compared with MHE 8 (undertaken as part of the same salvage). The sites were dominated by Sydney cockle shell with a sharp increase in Oyster shell (to 20%) in the lowest 15 cm of the site. Mud whelk was also consistently present in low numbers. Minimal terrestrial bone was identified including kangaroo, lizard. fish bones and rabbit. Minimal artefacts were recovered indicating a preference for rhyolite and quartz raw materials. Two backed pieces were identified in the upper 5 cm of the MHE 8. The highest concentrations of artefacts were between 45-50 cm in MHE 10 (n=48 (53%)). Preference for quartx increases in the upper levels and suggests a move from backed artefacts to a 'less distinctive industry'.",c14,,3290,,,,AUSTRALIA
11099,South East Coastal Plain,146.27,-38.97,Yanakie West 9A,Midden,GaK-970,3480,80,,,Charcoal,Charcoal,"Series A, Trench C, Sq. 4, spit 7",2.7'-2.95',Radiocarbon,,Terrestrial,Open,Y,"Coutts, 1970","A geomorphological and archaeological study of Wilson's Promontory with a focus on the various sand dune units. Excavations of the sites revealed two assemblages. Assemblage A was dominated by backed blades and rock platform shellfish (note there are no rock platforms at present day sea level) and was wider spread. Overlying assemblage A, was assemblage B consisting of crude flakes and large core industry and was associated with edge-ground axes. Peak shell densities appear to occur between spits 7 - 11 and at 3 (stone densities only between 3-11) in YW11/1 and spits 6 and 11 in YW 9 (with stone densities at spit 3). Sites 'A' were considered to be associated with exploitation freshwater gastropods from land-locked lagoons and formed between 6500 - 3000 BP. Sites 'B' indicate a diversification of exploitation and a changing preference of raw materials.",c14,,3480,,,,AUSTRALIA
11183,South East Corner,149.89,-36.89,MHE 8 (Merimbula Lake),Midden,ANU-4995,3530,80,,,Charcoal,Charcoal,E,25-30,Radiocarbon,,Terrestrial,Open,Y,"ANU Archaeological Consultancies, 1986a","A shell midden located on the shores of Merimbula Lake and investigated/salvaged prior to residential development. MHE 10 had been previously disturbed through the construction of a track and was only minimally investgiated compared with MHE 8 (undertaken as part of the same salvage). The sites were dominated by Sydney cockle shell with a sharp increase in Oyster shell (to 20%) in the lowest 15 cm of the site. Mud whelk was also consistently present in low numbers. Minimal terrestrial bone was identified including kangaroo, lizard. fish bones and rabbit. Minimal artefacts were recovered indicating a preference for rhyolite and quartz raw materials. Two backed pieces were identified in the upper 5 cm of the MHE 8. The highest concentrations of artefacts were between 45-50 cm in MHE 10 (n=48 (53%)). Preference for quartx increases in the upper levels and suggests a move from backed artefacts to a 'less distinctive industry'.",c14,,3530,,,,AUSTRALIA
11184,South East Corner,149.89,-36.89,MHE 8 (Merimbula Lake),Midden,ANU-5000,3610,80,,,Charcoal,Charcoal,F,50,Radiocarbon,,Terrestrial,Open,Y,"ANU Archaeological Consultancies, 1986a; Webb & Cane, 1986 cit. Boot, 2002","A shell midden located on the shores of Merimbula Lake and investigated/salvaged prior to residential development. MHE 10 had been previously disturbed through the construction of a track and was only minimally investgiated compared with MHE 8 (undertaken as part of the same salvage). The sites were dominated by Sydney cockle shell with a sharp increase in Oyster shell (to 20%) in the lowest 15 cm of the site. Mud whelk was also consistently present in low numbers. Minimal terrestrial bone was identified including kangaroo, lizard. fish bones and rabbit. Minimal artefacts were recovered indicating a preference for rhyolite and quartz raw materials. Two backed pieces were identified in the upper 5 cm of the MHE 8. The highest concentrations of artefacts were between 45-50 cm in MHE 10 (n=48 (53%)). Preference for quartx increases in the upper levels and suggests a move from backed artefacts to a 'less distinctive industry'.  Boot (2002) states this date was from marine shell, whereas the original publication indicated charcoal.",c14,,3610,,,,AUSTRALIA
14399,Victoria Midlands,142.15,-36.99,Mount Talbot 1,Rockshelter,Beta-18886,3800,80,,,Charcoal,Charcoal,Sq. K9/8. Middle unit,,Radiocarbon,,Terrestrial,Closed,Y,"Bird, 1987 cit. Bird & Frankel, 1991; Bird, 1995","A rockshelter located in the Grampians and excavated by Bird. A 2 x 1 m trench was situated through the rockshelter and talus slope to a depth of approximately 80 cm. The shelter retained three lays, lower, middle and upper. Archaeological material was present throughout but focussed on the middle layer beginning about 4.4ka. Some 1403 artefacts were recovered dominated by quartz. Quartzite, chert, rhyolite and tachylite was also present - all of these raw materials are found locally. European artefacts were found in the upper deposits. This sample was collected from a hearth feature.  A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka.",c14,,3800,,,,AUSTRALIA
10837,Naracoorte Coastal Plain,140.26,-37.68,Mounce and Battye Rocks,Midden,ANU-1545,3870,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Luebbers, 1978 cit. Bird & Frankel, 1991","A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka. This date was paired with ANU-1483.",c14,,3870,,,,AUSTRALIA
14400,Victoria Midlands,142.15,-36.99,Mount Talbot 1,Rockshelter,Beta-18889,3900,80,,,Charcoal,Charcoal,Sq. K9/5. Middle unit,,Radiocarbon,,Terrestrial,Closed,Y,"Bird, 1987 cit. Bird & Frankel, 1991; Bird, 1995","A rockshelter located in the Grampians and excavated by Bird. A 2 x 1 m trench was situated through the rockshelter and talus slope to a depth of approximately 80 cm. The shelter retained three lays, lower, middle and upper. Archaeological material was present throughout but focussed on the middle layer beginning about 4.4ka. Some 1403 artefacts were recovered dominated by quartz. Quartzite, chert, rhyolite and tachylite was also present - all of these raw materials are found locally. European artefacts were found in the upper deposits. A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka.",c14,,3900,,,,AUSTRALIA
12401,Sydney Basin,150.14,-35.7,"PK 20, Buckenbowra",Open site,ANU-9762,4000,80,,,Scattered charcoal,Charcoal,"Sq. 1, spit 8",35-40,Radiocarbon,,Terrestrial,Open,Y,"Boot 1993, 1994","Large open site located on a broad ridge overlooking Buckenbowra River. Date reflects initial occupation of an artefact scatter with high densities (250 per sq. m) in backed blade levels. Lab code referred to as ANU-8762 in Boot, 2002. Spits 3 - 5 retained most artefacts, with spit 4 containing 260.",c14,,4000,,,,AUSTRALIA
10006,Arnhem Plateau,133.3,-12.8,Gunbilngmurrung site (BW 4),Beeswax figures in a rockshelter,CAMS-2300,4040,80,,,Beeswax,Other,,N/A,Radiocarbon,,Terrestrial,Closed,Y,"Nelson, 1995 cit. Watchman & Jones, 2002",Sample taken from a beeswax figure of a freshwater turtle by Nelson et al. (1995). This figure overlies other phases of rock engraving indicating that there is early activity on the site.,c14,,4040,,,,AUSTRALIA
12450,Tasmanian South East,147.98,-42.32,Crown Lagoon,Open site,ANU-279,4170,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"Lourandos, 1977","A stratified site situated within the upper part of a lunette on the edge of Crown Lagoon near Lemont, Tasmania. This date reflects the termination of the site's use. The site consisted of temporary hearths and flaking floors, and animal bone. Lourandos interprets this site as a used for tool re-sharpening and rejuvenation.",c14,,4170,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10007,Arnhem Plateau,133.3,-12.8,Gunbilngmurrung site (BW 4),Beeswax figures in a rockshelter,CAMS-2301,4460,80,,,Beeswax,Other,,N/A,Radiocarbon,,Terrestrial,Closed,Y,"Watchman & Jones, 2002",Sample a replicate of Nelson et al's (1995) original analysis of BW 5 verifying the age of the sample.,c14,,4460,,,,AUSTRALIA
12408,Sydney Basin,150.93,-33.69,RH/CD 7,Open site,Beta-66452,4690,80,,,Charcoal,Charcoal,,,Radiocarbon,,Terrestrial,Open,Y,"McDonald et al., 1994",Sample taken from a wider investigation of the Rouse Hill Infrastructure Project in western Sydney. Date taken from microblade knapping floor. Referred to as Beta-664523 in some references.,c14,,4690,,,,AUSTRALIA
14401,Victoria Midlands,142.15,-36.99,Mount Talbot 1,Rockshelter,Beta-18888,5170,80,,,Charcoal,Charcoal,Sq. 8/6. Lower unit,,Radiocarbon,,Terrestrial,Closed,Y,"Bird, 1987 cit. Bird & Frankel, 1991; Bird, 1995","A rockshelter located in the Grampians and excavated by Bird. A 2 x 1 m trench was situated through the rockshelter and talus slope to a depth of approximately 80 cm. The shelter retained three lays, lower, middle and upper. Archaeological material was present throughout but focussed on the middle layer beginning about 4.4ka. Some 1403 artefacts were recovered dominated by quartz. Quartzite, chert, rhyolite and tachylite was also present - all of these raw materials are found locally. European artefacts were found in the upper deposits. This sample comes from the same lowest spit with artefacts. A study (Bird & Frankel, 1991) using radiometric dates of southwest Victoria as a proxy for occupation/activity. The paper concludes that late Holocene intensification, at least from a social perspective perspective, was not the case. However, the paper does show increasing numbers of dates (n=80) in the late Holocene. Interesting features of the study include an apparent hiatus between 6-7ka and the appearance of earth mounds only in the last 2.5ka.",c14,,5170,,,,AUSTRALIA
13343,Kanmantoo,136.71,-36.05,Cape de Couedic,Rockshelter,CS-610,6810,80,,,Charcoal,Charcoal,Sq. D16 (near surface),,Radiocarbon,,Terrestrial,Closed,Y,"Draper, 1987","A limestone rockshelter in the southwest corner of Kangaroo Island. The rockshelter retains three deposits dating between c. 6-8000 years based on the dates. Level one (the highest level) contains midden deposits and several shallow hearths, primarily exploiting limpets and periwinkles. Level one also contains macropod and sea lion bones.  Level two was composed of orange sands from dunal activity - the paper only references a hearth in this level. Level three is similar in composition and content to level one. Lithics recovered indicate an exploitation of milky and coloured quartz from Rocky River. Limestone was also used for artefact production from the walls of the cave. Large quartzite choppers were also frequently recovered.",c14,,6810,,,,AUSTRALIA
14385,Victoria Midlands,142.67,-37.3,Drual DR/1 Grampians,Rockshelter,Beta-88521,7090,80,,,Charcoal,Charcoal,"Sq. C4, spit 9 (AHU-30)",,Radiocarbon,,Terrestrial,Closed,Y,Bird et al. 1998,"A very large rockshelter located in the Grampians that contains both red and white paintings. Four 1 x 1 sq. m were excavated and revealed deposits up to 70 cm deep. The sequence could be divided into two units. The upper unit comprises of several layers of sandy sediments, which are rich in organic material, including charcoal and plant fragments. Hearths and burrows were also evident. Lower unit retains less organic material. Stone artefacts were found throughout. One date was previously found in the upper part of the site (SUA-535).",c14,,7090,Information within this entry has been inferred by authors - see Notes,,,AUSTRALIA
10789,Murray Darling Depression,141.21,-34.18,Old Midden,Midden,ANU-7502,7800,80,,,Freshwater mussel shell,Freshwater Shell,,,Radiocarbon,,Terrestrial,Open,Y,"Luebbers & Ellender, 1991 cit. Godfrey et al., 1996; Pardoe, 1993",A sample referred to as part of a wider review of Victorian radiocarbon dates. This sample is from an exposed shell midden on a lunette east of Lake Wallawalla. The paper indicates that this sample comes from pre-cemetery units of the site.,c14,,7800,,,,AUSTRALIA
